activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,13948852,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3nc(C)no3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '16.13', 'le': '0.30', 'lle': '6.40', 'sei': '5.50'}",CHEMBL3125260,,CHEMBL3125260,8.15,False,http://www.openphacts.org/units/Nanomolar,1970748,=,1,True,=,,IC50,nM,,7.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.007
,13948853,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ncco3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '16.92', 'le': '0.31', 'lle': '6.25', 'sei': '6.13'}",CHEMBL3125259,,CHEMBL3125259,8.30,False,http://www.openphacts.org/units/Nanomolar,1970747,=,1,True,=,,IC50,nM,,5.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.005
,13948854,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3nccs3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '15.34', 'le': '0.29', 'lle': '5.26', 'sei': '6.35'}",CHEMBL3125258,,CHEMBL3125258,7.77,False,http://www.openphacts.org/units/Nanomolar,1970746,=,1,True,=,,IC50,nM,,17.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.017
,13948855,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccn(CC)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.48', 'le': '0.27', 'lle': '5.22', 'sei': '5.89'}",CHEMBL3125257,,CHEMBL3125257,7.50,False,http://www.openphacts.org/units/Nanomolar,1970745,=,1,True,=,,IC50,nM,,32.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.032
,13948856,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccn(Cc4c(F)cccc4F)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '13.96', 'le': '0.26', 'lle': '4.50', 'sei': '6.60'}",CHEMBL3125256,,CHEMBL3125256,8.40,False,http://www.openphacts.org/units/Nanomolar,1970744,=,1,True,=,,IC50,nM,,4.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.004
,13948857,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccn(Cc4ccc(F)cc4)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.22', 'le': '0.26', 'lle': '4.54', 'sei': '6.52'}",CHEMBL3125255,,CHEMBL3125255,8.30,False,http://www.openphacts.org/units/Nanomolar,1970743,=,1,True,=,,IC50,nM,,5.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.005
,13948858,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccn(CC4CCCCC4)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,,CHEMBL3125254,,CHEMBL3125254,,False,http://www.openphacts.org/units/Nanomolar,1970742,>,1,True,>,,IC50,nM,,1000.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,1.0
,13948859,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3cnn(CC)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '16.89', 'le': '0.31', 'lle': '6.53', 'sei': '6.08'}",CHEMBL3125253,,CHEMBL3125253,8.52,False,http://www.openphacts.org/units/Nanomolar,1970741,=,1,True,=,,IC50,nM,,3.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.003
,13948860,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccn(C)n3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '16.66', 'le': '0.31', 'lle': '6.04', 'sei': '6.41'}",CHEMBL3125252,,CHEMBL3125252,8.15,False,http://www.openphacts.org/units/Nanomolar,1970740,=,1,True,=,,IC50,nM,,7.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.007
,13948861,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3nc(C)co3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '16.40', 'le': '0.31', 'lle': '5.37', 'sei': '5.94'}",CHEMBL3125251,,CHEMBL3125251,8.05,False,http://www.openphacts.org/units/Nanomolar,1970739,=,1,True,=,,IC50,nM,,9.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.009
,13948862,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3cc(C)on3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '15.79', 'le': '0.29', 'lle': '5.06', 'sei': '5.72'}",CHEMBL3125250,,CHEMBL3125250,7.75,False,http://www.openphacts.org/units/Nanomolar,1970738,=,1,True,=,,IC50,nM,,18.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.018
,13948863,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCc3ccccn3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.77', 'le': '0.27', 'lle': '5.10', 'sei': '6.21'}",CHEMBL3125249,,CHEMBL3125249,7.60,False,http://www.openphacts.org/units/Nanomolar,1970737,=,1,True,=,,IC50,nM,,25.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.025
,13948864,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)N[C@H](CO)Cc3ccccc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '12.79', 'le': '0.24', 'lle': '4.49', 'sei': '5.36'}",CHEMBL3125248,,CHEMBL3125248,6.95,False,http://www.openphacts.org/units/Nanomolar,1970736,=,1,True,=,,IC50,nM,,112.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.112
,13948865,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCc3ccc(F)cc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '15.47', 'le': '0.29', 'lle': '4.98', 'sei': '7.51'}",CHEMBL3125247,,CHEMBL3125247,8.22,False,http://www.openphacts.org/units/Nanomolar,1970735,=,1,True,=,,IC50,nM,,6.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.006
,13948866,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC3OB(O)c4ccccc43)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '13.42', 'le': None, 'lle': None, 'sei': None}",CHEMBL3125246,,CHEMBL3125246,7.46,False,http://www.openphacts.org/units/Nanomolar,1970734,=,1,True,=,,IC50,nM,,35.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.035
,13948867,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccc4c(c3)B(O)OC4)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.01', 'le': None, 'lle': None, 'sei': None}",CHEMBL3125245,,CHEMBL3125245,7.58,False,http://www.openphacts.org/units/Nanomolar,1970733,=,1,True,=,,IC50,nM,,26.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.026
,13948868,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)Nc3ccccn3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '16.36', 'le': '0.30', 'lle': '5.18', 'sei': '6.50'}",CHEMBL3125244,,CHEMBL3125244,7.96,False,http://www.openphacts.org/units/Nanomolar,1970732,=,1,True,=,,IC50,nM,,11.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.011
,13948869,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3cnc(C)cn3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.85', 'le': '0.28', 'lle': '5.50', 'sei': '5.66'}",CHEMBL3125243,,CHEMBL3125243,7.66,False,http://www.openphacts.org/units/Nanomolar,1970731,=,1,True,=,,IC50,nM,,22.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.022
,13948870,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccc(F)c(F)c3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '15.02', 'le': '0.28', 'lle': '4.71', 'sei': '7.35'}",CHEMBL3125242,,CHEMBL3125242,8.05,False,http://www.openphacts.org/units/Nanomolar,1970730,=,1,True,=,,IC50,nM,,9.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.009
,13948871,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccc(C(F)(F)F)cc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '13.00', 'le': '0.25', 'lle': '3.30', 'sei': '6.74'}",CHEMBL3125241,,CHEMBL3125241,7.38,False,http://www.openphacts.org/units/Nanomolar,1970729,=,1,True,=,,IC50,nM,,42.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.042
,13948872,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccc(OC(F)(F)F)cc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.22', 'le': '0.27', 'lle': '4.34', 'sei': '6.99'}",CHEMBL3125240,,CHEMBL3125240,8.30,False,http://www.openphacts.org/units/Nanomolar,1970728,=,1,True,=,,IC50,nM,,5.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.005
,13948873,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCc3ccccc3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.79', 'le': '0.27', 'lle': '4.33', 'sei': '6.75'}",CHEMBL3125239,,CHEMBL3125239,7.39,False,http://www.openphacts.org/units/Nanomolar,1970727,=,1,True,=,,IC50,nM,,41.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.041
,13948874,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NC3CCCC3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '15.49', 'le': '0.29', 'lle': '4.60', 'sei': '6.76'}",CHEMBL3125238,,CHEMBL3125238,7.40,False,http://www.openphacts.org/units/Nanomolar,1970726,=,1,True,=,,IC50,nM,,40.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.04
,13948875,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC3CCCO3)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.89', 'le': '0.28', 'lle': '5.31', 'sei': '6.19'}",CHEMBL3125237,,CHEMBL3125237,7.35,False,http://www.openphacts.org/units/Nanomolar,1970725,=,1,True,=,,IC50,nM,,45.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.045
,13948876,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NC3CCOC3=O)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.38', 'le': '0.27', 'lle': '5.93', 'sei': '5.23'}",CHEMBL3125236,,CHEMBL3125236,7.10,False,http://www.openphacts.org/units/Nanomolar,1970724,=,1,True,=,,IC50,nM,,80.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.08
,13948877,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCNC(C)=O)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '15.57', 'le': '0.29', 'lle': '6.71', 'sei': '5.56'}",CHEMBL3125286,,CHEMBL3125286,7.70,False,http://www.openphacts.org/units/Nanomolar,1970774,=,1,True,=,,IC50,nM,,20.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.02
,13948878,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '15.03', 'le': '0.28', 'lle': '5.85', 'sei': '5.64'}",CHEMBL3125285,,CHEMBL3125285,7.66,False,http://www.openphacts.org/units/Nanomolar,1970773,=,1,True,=,,IC50,nM,,22.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.022
,13948879,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCN(C)C)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.09', 'le': '0.26', 'lle': '5.35', 'sei': '6.01'}",CHEMBL3125284,,CHEMBL3125284,6.77,False,http://www.openphacts.org/units/Nanomolar,1970772,=,1,True,=,,IC50,nM,,170.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.17
,13948880,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCCOC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '16.80', 'le': '0.32', 'lle': '6.35', 'sei': '6.62'}",CHEMBL3125283,,CHEMBL3125283,7.85,False,http://www.openphacts.org/units/Nanomolar,1970771,=,1,True,=,,IC50,nM,,14.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.014
,13948881,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '17.00', 'le': '0.32', 'lle': '5.41', 'sei': '7.01'}",CHEMBL3125282,,CHEMBL3125282,7.68,False,http://www.openphacts.org/units/Nanomolar,1970770,=,1,True,=,,IC50,nM,,21.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.021
,13948882,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC(F)(F)F)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '14.93', 'le': '0.29', 'lle': '4.92', 'sei': '6.70'}",CHEMBL3125281,,CHEMBL3125281,7.34,False,http://www.openphacts.org/units/Nanomolar,1970769,=,1,True,=,,IC50,nM,,46.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.046
,13948883,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)N(CC)CC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '12.94', 'le': '0.24', 'lle': '3.41', 'sei': '5.98'}",CHEMBL3125280,,CHEMBL3125280,6.02,False,http://www.openphacts.org/units/Nanomolar,1970768,=,1,True,=,,IC50,nM,,948.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.948
,13948884,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(N)=O)N(C(=O)c3coc4ccccc34)C2)n(C)n1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '19.35', 'le': '0.36', 'lle': '6.69', 'sei': '6.42'}",CHEMBL3125279,,CHEMBL3125279,7.92,False,http://www.openphacts.org/units/Nanomolar,1970767,=,1,True,=,,IC50,nM,,12.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.012
,13948885,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCNC[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '15.01', 'le': '0.28', 'lle': '4.01', 'sei': '6.88'}",CHEMBL3125278,,CHEMBL3125278,6.36,False,http://www.openphacts.org/units/Nanomolar,1970766,=,1,True,=,,IC50,nM,,440.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,uM,UO_0000065,,0.44
,13948887,[],CHEMBL3132000,Inhibition of Mycobacterium tuberculosis full length biotinylated InhA (270 amino acids) using DDCoA as substrate assessed as NADH oxidation by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1ccc2occc2c1,,,CHEMBL3124857,J. Med. Chem.,2014,"{'bei': '16.30', 'le': '0.30', 'lle': '5.25', 'sei': '6.51'}",CHEMBL3125271,,CHEMBL3125271,7.13,False,http://www.openphacts.org/units/Nanomolar,1970759,=,1,True,=,,IC50,nM,,74.0,CHEMBL1849,Mycobacterium tuberculosis,Enoyl-[acyl-carrier-protein] reductase,1773,,,IC50,nM,UO_0000065,,74.0
